wavelength flux unc
4.672000000000000000e+03 7.410419173538684845e-03 2.264229115098714828e-03
4.673000000000000000e+03 3.825852880254387856e-03 2.306062728166580200e-03
4.674000000000000000e+03 3.988916520029306412e-03 2.270274329930543900e-03
4.675000000000000000e+03 4.791142884641885757e-03 2.242451068013906479e-03
4.676000000000000000e+03 5.786788184195756912e-03 2.263328060507774353e-03
4.677000000000000000e+03 2.453656401485204697e-03 2.272824291139841080e-03
4.678000000000000000e+03 5.861496087163686752e-03 2.285033930093050003e-03
4.679000000000000000e+03 6.292385980486869812e-03 2.283069305121898651e-03
4.680000000000000000e+03 -4.840205074287950993e-04 2.241150243207812309e-03
4.681000000000000000e+03 1.912426523631438613e-05 2.217542845755815506e-03
4.682000000000000000e+03 8.151913993060588837e-03 2.221198752522468567e-03
4.683000000000000000e+03 2.930571557953953743e-03 2.211586805060505867e-03
4.684000000000000000e+03 2.516608452424407005e-03 2.250879537314176559e-03
4.685000000000000000e+03 1.098772697150707245e-02 2.263953210785984993e-03
4.686000000000000000e+03 2.830324927344918251e-03 2.224414609372615814e-03
4.687000000000000000e+03 7.661981973797082901e-03 2.240536967292428017e-03
4.688000000000000000e+03 3.515182062983512878e-03 2.231255173683166504e-03
4.689000000000000000e+03 7.816329598426818848e-03 2.197115216404199600e-03
4.690000000000000000e+03 4.152886569499969482e-03 2.168860286474227905e-03
4.691000000000000000e+03 5.654870066791772842e-03 2.156628994271159172e-03
4.692000000000000000e+03 8.890451863408088684e-03 2.185416873544454575e-03
4.693000000000000000e+03 6.983435247093439102e-03 2.197066321969032288e-03
4.694000000000000000e+03 7.411939091980457306e-03 2.113847993314266205e-03
4.695000000000000000e+03 5.533420946449041367e-03 2.135648159310221672e-03
4.696000000000000000e+03 4.614089615643024445e-03 2.137370640411973000e-03
4.697000000000000000e+03 3.336015855893492699e-03 2.104745479300618172e-03
4.698000000000000000e+03 2.175593515858054161e-03 2.106226282194256783e-03
4.699000000000000000e+03 1.017053262330591679e-03 2.096324693411588669e-03
